Date,Comment
2026-03-20T14:41:47Z,pertanyaan mbak nana sangat perlu untuk dijawab ttg bagaimana si bapak membedakan kritik dan provokasi karena sejauh si bapak menjabat sangat bias cara dia menilai antara dua hal ini dan malah cenderung terkesan baperan
2026-03-20T14:41:45Z,protect mbak nana at all cost
2026-03-20T14:41:15Z,presiden ku yang cerdas dan solutif
2026-03-20T14:41:15Z,kemon kemon pokemon
2026-03-20T14:40:59Z,harusnya yang di undang ust felix ferry amsasri ferry irwandi virdian bukan itu itu lgi yang d panggil
2026-03-20T14:40:57Z,mungkin hanya omon doang
2026-03-20T14:40:48Z,sama pak kalo saya kebangun malem pasti nyari berita quot terbaru disana
2026-03-20T14:40:48Z,untuk point bop tidak realistis trump dapat di percaya saya rasa pak presiden harus lebih teliti dan jangan terburu buru karena sikap anda bisa menentukan sejarah dan martabat bangsa ini
2026-03-20T14:40:42Z,naikan gaji guru pak bowo di timur ada guru gajinya dipotong sampai cuma ribu sebulan
2026-03-20T14:39:36Z,mirip quot desak anis quot tp yang tidak settingan ini cuman aja yang lain angguk doank
2026-03-20T14:38:56Z,rakyat susah dan rakyat yang menangis kok tidak ada yang bahas
2026-03-20T14:38:30Z,prabowo menjawab prabowo tidak menjawab
2026-03-20T14:38:12Z,kritis bukan anarkis gunakan nurani untuk menilai sesuatu semoga bisa saling mengisi untuk kejayaan indonesia
2026-03-20T14:37:16Z,jangan berhenti mbak nana suarakan terus suara kebenaran
2026-03-20T14:36:35Z,ini judulnya ngedengerin aki yapping
2026-03-20T14:36:29Z,la la laa aku sayang sekalii doraomon
2026-03-20T14:35:04Z,mantap pak presidenku
2026-03-20T14:34:18Z,presiden prabowo tentara kejagung kpk bapak ppatk polri seluruh rakyat merah putih terus bersatu terus berjuang yang pitnah adudomba olok melemahkan m rendahkan bangsa dan p mimpin sendiri mereka adalah pengkhianat bangsa musuh negara dan seluruh rakyat
2026-03-20T14:33:33Z,jika anda tidak bisa menerima kritikan pak cukup periode saja anda menjabat
2026-03-20T14:32:46Z,pak mbg tolong dihapuskan saja banyak proyek yang dikorup
2026-03-20T14:32:24Z,para tokoh agar tunjukkan nyata dukungan kepada presidenagar nyata tindakan president tidqk berhenti padaa omon omon saahaja
2026-03-20T21:48:38Z,for your info indonesia itu sangat luas bahkan seluas amerika mengurus negara seluas indonesia itu sangat berat wajar presiden banyak kurangnyaa tapi kita juga kudu liat gubernur daerah provinsi masing masing kerja gakk presiden mana bisa mengurus semuanya sendiri
2026-03-20T14:31:29Z,quot mau gantu saya harus nunggu dong sabar quot what sekelas presiden ngomong kaya gini
2026-03-20T15:23:06Z,lah emang kan terus harus nunggu amin rais buat doktrin rakyat yang sdm nya kaya lo buat lengserin presiden
2026-03-20T14:30:51Z,pak chatib ini kalo nanya mode nya selow tapi selalu disertai data dan analisis yang mantap sehat sehat terus pa chatib
2026-03-20T14:30:37Z,jujur sudah muak
2026-03-20T14:30:25Z,part mana mbak
2026-03-20T14:29:53Z,mbg lanjutkan pak dari rakyat masuk ke perut rakyat minimal rakyat juga merasakan uang mereka walaupun kena potongan admin ilegal
2026-03-20T14:29:39Z,ini part nya mana ya
2026-03-20T14:28:48Z,pertanyaan dari dari orang hebat di negeri ini lulusan dari universitas luar negeri mentereng tapi kwalitas dari pertanyaan pertanyaanya jauh dari harapan bisa ngobrol di meja makan
2026-03-20T14:28:37Z,kirain ai ketika nonton video pendeknya ditiktok ternyata beneran seorg presiden msh bs menyempatkan duduk diacara podcast sprti ini masyallah
2026-03-20T14:28:35Z,menjijikan sekali konten ini
2026-03-20T14:28:26Z,pantes mbg tidak mau di ganti pendidikan gratis orang yang di bahas masalah pangan urusan perut bukannya kalo warga nya pinter quot urusan perut pasti mengikuti ya
2026-03-20T14:27:53Z,kami sangat mendukung semangat mu pak presiden tapi kami muak melihat para penjilat di sekeliling mu pak yang bersifat abs
2026-03-20T14:26:11Z,jersey timnas aja made in china padahal indonesia banyak penjahit dan bahannya
2026-03-20T14:24:31Z,guru gembul nggak ikut ih
2026-03-20T14:23:59Z,presiden siapa sih ini
2026-03-20T14:23:49Z,apa bowo tidak tahu kalo solar cell plts itu butuh baterai yang wajib ganti tiap tahun dan itu impor semua dari china kita tidak ada pabrik baterai dan baterai soak yang diganti tiap tahun itu juga limbah b
2026-03-20T14:23:32Z,buktikan lah itu ekor sapi buat satu sppg terus satu ekor lele untuk satu orang kapan di buktikannya buktikan dong prabowo
2026-03-20T14:22:39Z,ada berpa part nih seru banget
2026-03-20T14:21:33Z,sctv nanya siapa temen diskusi pak prabowo mau cari informasi untuk
2026-03-20T14:21:10Z,apapun ceritanya setiap ganti presiden program beda lagi percayalah tahun kita baru maju
2026-03-20T14:21:08Z,sadis mba nana
2026-03-20T14:20:48Z,nana tetap konsisten
2026-03-20T14:20:25Z,saya berharap ustadz adi hidayat ustadz abdul shomad dan gus baha dilibatkan dalam acara seperti ini
2026-03-20T14:20:23Z,cuma dengerin orang cerita yang di situ bukan nya diskusi dan kasih ilmu cuma iya pak iya pak iya pak hadeh
2026-03-20T14:20:16Z,masyaallah mba nana sabar bangett
2026-03-20T14:19:55Z,kata pak prabowo perang itu destruktif dsb pertanyaannya sejak kapan pak prabowo merasakan itu karena bapak pernah terlibat pada perang di timor timur peristiwa bahkan bapak di pecat dan di tuduh pelanggar ham berat atas peristiwa di maksud kenapa bapak bisa melakukan hal yang bapak ngaku merusak dsb
2026-03-20T14:19:18Z,cerdas sekali presiden ku
2026-03-20T14:18:20Z,kami bersama anda mbk najwa
2026-03-20T14:17:40Z,sbg gen z gw nontonnya ngantuk jirr entahlah apakah orng dewasa suka banget nonton seperti ginian ya bahkan bercandanya gk lucu
2026-03-20T14:17:39Z,pendengar dan penonton bereaksi terhadap ini hanya ampas dari bahan mentah komunikasi media dari prabowo
2026-03-20T14:17:15Z,kita tggu pemimpin yang negarawan di mn semasa kepemimpinan di rasa gagal berani mengambil sikap untuk mumdur dari pada terus menutupi kegagalan dng janji tanpa bukti kinerja untuk rakyat
2026-03-20T14:17:05Z,beliau tidak membantah tentang penyerangan terhadap aktivis tapi data yang dia dapat sama kenyataan di lapangan beda terlalu emosional diki dikit nyalahin pihak asing pengaruh luar apalah
2026-03-20T14:16:39Z,alhamdulillah semoga sehat selalu dan berkah bapak
2026-03-20T14:14:30Z,menyebalkan meliat wowok iningotot tidak punya empati
2026-03-20T14:14:16Z,mobil orang pasti di tolak mentri sampai dpr
2026-03-20T14:14:15Z,diskusi sama tiyo dan rocky gerung pak
2026-03-20T14:12:33Z,aneh banget presiden nonton yutub emang tidak ada mentri laporan atau tim khusus tentang informasi luar negeri
2026-03-20T14:12:31Z,mbak najwa tolong usulkan sesi tanya jawab antara jurnalis dan presiden stiap ada isu atau keresahan dari masyarakat supaya tranparansi dari presiden bisa di dengar langsung oleh masyarakat terimakasih
2026-03-20T14:09:27Z,kebutuhan dasar manusia at suatu bangsa saya kira sudah tersedia mmng di bumi ini tinggal bgmana manusia itu mengusahan mengolah dan memanfaatkannya ut kelangsungan hidupnya tetapi yang namanya membangun peadaban bangsa yang paling dasar itu adalh jiwanya sehingga tercipta suatu peradaban yang kuat dan mandiri
2026-03-20T14:09:12Z,mba nana mewakili rakyat indonesia
2026-03-20T14:08:49Z,sombong nya prabowo subianto
2026-03-20T14:08:13Z,waktu di perkenalkan kedengarannya wauw pak prabowo akan kewalahan mejawab pertanyaan dari pada penanya eh pas nanya kecuali hanya satu yang lainnya ah mending ajak presiden ngobrol sambil ngopi diskusi tanya jawab apaan tuh saya juga bisa
2026-03-20T14:05:49Z,ndak ada pertimbangan undang mas sabrang
2026-03-20T14:05:45Z,keren banget mbak nana kritis terupdate cocok jadi stafus presiden
2026-03-20T14:05:44Z,next sama gibran
2026-03-20T14:05:08Z,keknya omon deh pak wowo
2026-03-20T14:03:25Z,smua saya skip kcuali mba nana
2026-03-20T14:03:23Z,benar sekali yang disampaikan cak nun quot ini adalah kawan saya yang tidak bisa saya pahami sampai saat ini quot
2026-03-20T14:27:43Z,nyanyi kita nyanyi
2026-03-20T14:02:51Z,cuma anda yang berani menghadapi para pakar ini salut
2026-03-20T14:02:06Z,knp ichsan noorsy tidak diundang wujudkan ekonomi syariah
2026-03-20T14:01:38Z,pret pbw apologetic what aboutism
2026-03-20T14:01:17Z,senang bngt ada diskusi debat orang pintar sampai kompeten di bidangnya bukan hanya bicara tanpa data
2026-03-20T14:01:16Z,ada sawit yang katanya bisa jadi bensin terus kenapa harus pperlahan semua beralih ke listrik agak rancu ni aku denger nya ada yang bisa jelasin
2026-03-20T14:01:08Z,ingat prabowo bukan antek asing kita yang antek asing ingat setiap senin upacara dari kelas sd sampai sma uud mengatakan bahwa penjajah israel diatas dunia harus dilindungi keamanannya sedangkan kita penghianat yang ingin penjajah dihapuskan ingat kita ini penghianat
2026-03-20T14:01:07Z,coba buktikan terimakasih bak nana atas keberaniannya yang lain kurang greget
2026-03-20T14:00:51Z,peryanyaan najwa sangat tajam bagus
2026-03-20T14:00:10Z,keluar dr bop lah pak berteman sama anggota brics aja lbih bermanfaat buat negara ini
2026-03-20T13:59:50Z,begundal politik merusak dan menghancurkan bangsa dan negara indonesia
2026-03-20T13:59:42Z,kita ini bukan anak kecil
2026-03-20T13:57:54Z,menit kocak banget jelas jelas sejak ada mbg bahan pangan semua naik bahkan harga pangan ramadhan tahun lalu tidak semahal tahun ini
2026-03-20T13:57:52Z,pakprabowo anda kebanyakan omong kosong cek medsos baca komen se mudah itu anda bisa tau keresahan rakyat
2026-03-20T13:57:31Z,buktikan penegakn hukum jln sesuai dgnkoridornya jangan di interpensi
2026-03-20T13:57:26Z,assalamualaikum wr wb good job pak presiden prabowo demi rakyat ri
2026-03-20T13:57:17Z,yang kritis cuma mba nana yang lainnya cuma hahahehe
2026-03-20T13:57:13Z,tolong pak saya pengangguran sudah lama pak bukannya saya tidak mau kerja saya sudah coba lamar sana sini tidak ada panggilan samasekali bahkan saya ke disnaker tp tidak ada perubahan karena saya merantau di kota yang bukan domisili ktp
2026-03-20T13:56:42Z,nggak ada yang ugm kah hahahaha
2026-03-20T13:56:13Z,semuanya hanya akan sia jika pejabat kita masih rakus
2026-03-20T13:56:00Z,lsm mbak najwa dari mana saja sudah dichek bener belum
2026-03-20T13:55:54Z,bennix harusnya juga di undang disini
2026-03-20T13:54:39Z,yang lain cmn nontn aja najwa top
2026-03-20T13:54:36Z,disini gue pribadi naruh harapan di dua orang bosman mardigu dan najwa shihab tp ternyata the one and only najwa shihab saja yang always tancap gas demi kita semua teman teman panjang umur mbak nanaku salam dari lombok
2026-03-20T13:52:43Z,mba nana mau nangis seperti nya sedih nanya apa jawaban apa padahal ini presiden
2026-03-20T13:51:26Z,ngeri mba nana ditepi jurang
2026-03-20T13:50:42Z,dari diskusi semacam ini kita jadi tahu kapabilitas presiden ri kita
2026-03-20T13:49:34Z,bapak itu tata dulu moral bangsa dulu jagan ngomong abcd kalau moral korupsi tetep ada di indonesia tidak akan maju indonesia ini sampai kiamat bangsa hebat itu di bentuk dari karakter moral bangsa dulu karena moral bangsa indonesia sudah hancur oleh sistem barat
2026-03-20T13:49:09Z,juta lapangan kerja mana pak
2026-03-20T13:48:41Z,abis itu undang wapres coba
2026-03-20T13:47:30Z,tapi d balik itu pak jajaran bpa sendri ngk ada yang beresih gmna mau maju negera ini kalau yang d belakang nya pada ngk beresih
2026-03-20T13:46:35Z,mba nana knp si gk skritis dlu mlh menyerang bukan diskusi lucu anda apakh benar anda trima dan mmbela karena cuan itu benar
2026-03-20T13:46:25Z,benar pa presiden sifat dominan manusia adalah selalu ingin menguasai yang lain
2026-03-20T13:45:13Z,seharusnya pa presiden sering sering diskusi semacam ini dengan berbagai tokoh publik dari berbagai bidang keilmuan
2026-03-20T13:45:01Z,agak sulit kalo orang dibelakangnya ngasi laporan abs seperti pimred sctv bilang ya selama ini kan emg abs semua laporan ke presiden makanya karena pada abs semua inputnya akhirnya ya kebijakan aneh tidak ada evaluasi sulit pak
2026-03-20T13:44:55Z,buat yang agak boring di awal coba skip langsung ke aja dimana mbak najwa shihab mulai bertanya
2026-03-20T13:44:16Z,sblm gue tonton gue uda tebak jawaban prabowo ampas dan omon
2026-03-20T13:43:25Z,betul pa esensi manusia hidup dan bertahan hidup itu adalah makan alias isi perut
2026-03-20T13:42:43Z,bayangin acaranya di ganti gibran menjawab bakalan segong apa
2026-03-20T13:42:19Z,quot sore pak quot quot around siang quot benar tidak mau mendengar
2026-03-20T13:42:15Z,dalam diskusi ini kok pa prabowo pinter yang dicari adalah esensi sesuatu yang bermasalah bernegara dll
2026-03-20T13:42:03Z,ingat minyak pertamina akan jadi rebutan kedepanya kalau timur tengah tidak selesai di selatan hormut
2026-03-20T13:56:22Z,tidak bakal bang wong kita ngasih nya cuma
2026-03-20T13:41:36Z,di kota tasikmalaya ada anggaran sarung sampe setengah milyar lebih hahha
2026-03-20T13:41:21Z,tempo ama narasi ajaa sisanya gausah
2026-03-20T13:41:09Z,kren presiden awak
2026-03-20T13:40:45Z,hebat bener dah rakyat indonesia kalau masih rela dipimpin orang denial beginian sampai
2026-03-20T15:07:28Z,mau kamu dipimpin siapaa coba sebutin
2026-03-20T18:05:20Z,seribu x pun jika pak prabowo mencalonkan diri saya siap memilih belau
2026-03-20T19:06:37Z,maunya di pimpin anies yah masih belon move on kamu
2026-03-20T19:07:08Z,terus kamu mau jadi pemimpin penganti otak kamu aja tidak waras jangan liat jejak masalalu tidak ngerasa emang kamu yang korupsi uang rakyat banyak yang bermunculan semenjak beliau jadi presiden
2026-03-20T19:11:46Z,mr prabowo sudah sangat teruji begini bulshit orang lain bisa main di kancah internasional di zaman keras kayak gini
2026-03-20T13:40:34Z,kesini cuman pengen liat komen doang karena sudah males denger ucapan pawowo
2026-03-20T13:40:32Z,empet banget liat hasan nasbi mengingat dia pernah mencaci maki prabowo dengan kata kata yang tidak pantas di sini manut manut menjilat dan bahkan coba stop najwa shihab ketika bertanya kritis untung dipotong sama prabowo dan tetapi diperbolehkan lanjut orang seperti ini seharusnya dibuang jauh jauh
2026-03-20T13:40:28Z,jurnalis tempo undang juga dong
2026-03-20T13:40:10Z,kalau yang pk prabowo sampaikan jujur dan benar saya dukung untuk pk prabowo hidup prabowo
2026-03-20T13:39:35Z,masyaallah tabarakallah sehat selalu pak presiden prabowo subianto dan pak wakil presiden gibran senam untuk memimpin rakyat yang penuh drama ini ambil positif nya pak
2026-03-20T13:39:02Z,mbak nana vs everyone
2026-03-20T13:38:22Z,meong asia omon omon doang berani ngga pecat bawahannya
2026-03-20T13:37:58Z,sehat terus bapak presiden
2026-03-20T13:36:47Z,bravo bapak peresiden ri bapak perabowo subianto semoga di lancarkan segala urusannya amin
2026-03-20T13:36:28Z,saya setuju dengan mba nana ini saatnya pak prabowo membuktikan aktor intelektual para makar agar rakyat bisa ikut perangi para makar itu bila benar
2026-03-20T13:36:27Z,yang lain pada ketelen karet jd cuma bisa angguk doang hanya mbak nana yang tetap kritis
2026-03-20T13:36:15Z,dapat presiden yng brhasil nangkep penyiram air keras kurang dari seminggu malah dituduh dalang dan mau dilengserindapat presiden yang lambat menangani kasus yang mirip malah smpai tahun bru ketangkep eh dibiarin smpai periode nasib
2026-03-20T13:34:53Z,mbk nana msh belum all out msh di rem dikit
2026-03-20T13:32:51Z,mantab orang pintar semua tuh
2026-03-20T13:32:50Z,ditunggu part nya
2026-03-20T13:31:08Z,berharap ada perwakilan tempo dan celios
2026-03-20T13:30:59Z,nana tumben tidak ngejar nanya saat presiden keukeuh dengan pendapatnya
2026-03-20T13:30:26Z,haii antek antek asing berhentilah mengganggu kami yang lagi ngumpulin uang buat biaya kampanye nanti wkwkwkwkk
2026-03-20T13:29:52Z,om bennix mestinya joiin nih
2026-03-20T13:29:22Z,pertanyaan bossman mardigu bagus itu karena dalam negara harus punya alat tekan karena panggung politik dunia harus punya alat tekan sama seperti soekarno punya alat tekan ke amerika ibaratkan kagak nurut indonesia gw condong ke uni soviet sama kayak soeharto kamu kgk bantu gw gw kgk teken kontrak papua
2026-03-20T13:29:20Z,benerr kayak singapore semua warung ada grade ya abcde
2026-03-20T13:29:16Z,tidak ada yang nanya tarif yaa
2026-03-20T13:29:00Z,kalo mulyono mana bisa diskusi interaktif begini kagak nyampe
2026-03-20T13:28:28Z,pendidikan perwira jika tidak tuntas maka pengaruhnya kelihatan baanget di kapasitas cara jawabnya
2026-03-20T13:28:27Z,saya kira mau menampilkan video amatir lha kok video matang
2026-03-20T13:28:08Z,respect mbak najwa
2026-03-20T13:27:56Z,dari debat ini kita melihat bagaimana seorang prabowo berfikir dia memiliki bobot dalam ucapannya dalam penyampaiannya berbeda dengan yang sebelumnya termul nepotisme kaparat
2026-03-20T13:26:55Z,nana pertanyaan nya apakah anda yakin bgaiman cara membedakan haduuh ditnya langsung kdpannya mau tidakan strteginya klw pertnyaan mbk nana kayak gmna ya menjust orang agar hanya bisa di jawab quot benar atau salah quot lucu prtanyaan kayak pengacara
2026-03-20T13:26:55Z,bagi yang suka nyinyir kpd prabowo to dengerin apa komitmen prabowo
2026-03-20T13:22:49Z,ketika mbahnana bertanya langsung dibatasi
2026-03-20T13:22:39Z,intinya pemerintah pusat dan daerah lainnya di indonesia gagal membimbing masyarakat kecil indonesia
2026-03-20T13:21:41Z,percuma elo semua pada datang isinya cengengesan doang
2026-03-20T13:20:53Z,ayolah pak lihat orang yang ada jabatan di pemerintahan bapak
2026-03-20T13:19:02Z,part nya ditnggu ygy
2026-03-20T13:18:24Z,mantap pak presiden jadi mengerti jalan pikiran presiden kita harus dukung presiden kita demi kebaikan bangsa beliau solution oriented memang tidak mudah jadi pemimpin bangsa ini
2026-03-20T13:18:15Z,can we have just prabowo and najwa sihab interview
2026-03-20T13:17:52Z,kalau diadakan tiap bulan diskusi dialog seperti ini dengan presiden mantap rakyat jadi bisa tau perkembangan informasi pemerintahan indonesia merdeka
2026-03-20T13:17:25Z,masih bisa ketawa gtu ya
2026-03-20T13:17:08Z,evisiensi saya setuju pak karena selama ini anggaran hanya di pakai kader partai yang jadi pimpinan daerah untuk kembalikan modal politik saja kalau perlu evaluasi kembali juga mbg yang gajinya terlalu tidak sesuai dengan perjuangan honorer yang mati matian berjuang
2026-03-20T13:16:45Z,langsung keringetan pak wowok di tanya mbk nana
2026-03-20T13:16:26Z,kesimpulan presiden tau anak buah nya kotor tp sulit membersikan dan kira lsm yang mana ya pak sebegitu sinis nya hmm dapat bisikan dari mana president kita ini
2026-03-20T13:15:52Z,bosman mardigu jos
2026-03-20T13:15:50Z,pak prabowo di skak matt sama mbak nana jawaban seorang president sangat tidak memuaskan
2026-03-20T13:15:44Z,wkwkwk apa nyindir lsm cendol ons dan juga jajarannya wkwkw om bennix gagasannya nyampe nih ke pemerintah wkwkwk hampir semua gj
2026-03-20T13:15:36Z,apakah memungkinkan jika program kopdes merah putih diintegrasikan seluruhnya atau sebagian dengan program mbg
2026-03-20T13:13:25Z,kayaknye yang laen nyari aman
2026-03-20T13:13:13Z,pak presiden asn daerah sekarang sudah berada di garis kemiskinan gaji tidak naik bahan pokok naik coba pikir pak di gaji jata beras masih dalam harga per kg kenyataannya harga beras sekarang ribu rupiah dimana pak hanya rencana saja tapi tidak di buktikan jangan banyak bacot tapi buktikan
2026-03-20T13:11:59Z,lihat posternya aja muak
2026-03-20T13:09:23Z,korea memang tidak punya sda pak tapi korea punya integritas yang tinggi untuk membuat makmur rakyatnya pejabat nya sangat bekerja untuk rakyatnya sangat jauh berbeda dengan konoha pejabat nya ya gitu deh
2026-03-20T13:09:22Z,pertanyaannya apa dijawab bagaimana kenapa sih dikit dijawab pake sudut pandang waktu saya di dirgantara tentara negara ini butuh seorang presiden yang solutif dan terbuka berdasarkan berbagai sudut pandang ini diskusi apa sih cuma mbak nana yang on point
2026-03-20T13:08:43Z,bangga memilih bapak
2026-03-20T13:08:17Z,akibat kebijakan bapak prabowo banyak mafia yang kehilangan lahan pat gulipat
2026-03-20T13:08:04Z,kalau yang ginian mbak nana gercep banget macam si abah
2026-03-20T13:08:04Z,mba nana keren banget berani ngejar terus lainnya badut iya iya doang mba retno kalah jauh tapi manis banget hot mom eh belum tau juga kalo bang bosman belum nonton sampe situ ketika komen ini dibuat
2026-03-20T13:07:39Z,mba najwa selalu di hati
2026-03-20T13:07:26Z,wo kalo ngomong a pasti kenyataannya b
2026-03-20T13:07:23Z,wowo lagi mendongeng disekeliling orang yang pendidikan tinggi luar negri dan hanya mbak najwa yang berani bertanya dengan kritis
2026-03-20T13:06:40Z,usut sampai tuntas kasus penyiraman air kleras ke aktivis kontras jangan cuma di usut sampai media tidak lagi memberitakan
2026-03-20T13:06:38Z,ya tuhan berilah selalu yang hadir di ruang meja bundar kesehatan umur panjang kejayaan hidup dimasa datang aamiin yarobbal alamiin
2026-03-20T13:05:52Z,boss man di media dengan face to face beda
2026-03-20T13:05:28Z,jujur walaupun saya tidak memilih beliau secara prinsip beliau ini ok saya percaya bahwa yang bobrok adalah bawahannya
2026-03-20T13:04:54Z,salut sama mbak nana pertanyaan yang bagus dan berani dan tepat
2026-03-20T13:04:06Z,president sudah bagus banget sudah cocok jadi presiden negara maju pak prabowo cuma yang masih keterbelakangan ini pejabat daerah dan sdm warga konohanya yang masih belum maju
2026-03-20T13:03:57Z,tok de tok sdah sdah tidak ada lagi kita dengar
2026-03-20T13:03:15Z,sepi buzzer ya kalo diyoutube biasanya orng kritis dikatain anak abah anak ganjar
2026-03-20T13:03:08Z,acara seperti ini bagus sekali jika dilakukan secara berkala akan memberikan dampak positif bagi usaha meningkatkan kembali kepercayaan publik pada pak prabowo sbg presiden
2026-03-20T13:02:26Z,menurut pendapat gw yang nogomong mobil toyota kijang innova tuh dia tidak sadar sudah jadi antek jepang yang tidak merasakan penjajahan dulu kalo gw pribadi pengen indonesia bisa buat mobil sendiri seperti india mobil tata yang harganya murah banget shg rakyat menengah bisalah naik mobil juga
2026-03-20T13:02:01Z,nasbi dh kartu merah
2026-03-20T13:01:58Z,masalahnya para penonton tidak memahami inti diskusi itulah perlunya mbg agar generasi yang akan datang tidak bego seperti generasi sekarang
2026-03-20T13:01:21Z,ini yakin presiden indonesia dia
2026-03-20T13:00:44Z,gilaa baru ini saya liat presiden ngajak diskusi
2026-03-20T13:00:41Z,ini baru acara top materinya daging semua semoga acara ini sering dilakukan
2026-03-20T12:59:02Z,coba mba tanyain itu mentri esdm yang tiap jari bohong ditanyakn kenpa kebijakan pemerintah sekarang malah banyak merugikan masyarakat kls bawah cba dsjhterkn dlu klngn bawah jngn mkirin pejbat
2026-03-20T12:57:40Z,mas wapres kapan berdiskusi seperti ini
2026-03-20T12:56:03Z,hadirkan prabowo di rakyat bersuara hadirkan pakar paksr yang kontra namun argumentatif dengan apa yang di soalkan
2026-03-20T12:56:00Z,seperti denger dongeng yang seru itu pas mbak nana nnya ni
2026-03-20T12:55:41Z,wtf c monn jangan anti kritik dan emosional pak prabowoo anda yang harus objektiff
2026-03-20T12:54:32Z,sumpah sejam ini dgr si wowo ngomong tendensi npd nya kuat bangeet
2026-03-20T12:59:37Z,berarti anda lebih parah drpd ndp karena hampir sejam mendengarkannya mungkin anda sudah stress stadium
2026-03-20T12:54:24Z,the best boss man
2026-03-20T12:53:46Z,presiden gw npd jir bossman sampe keluar ketawa karirnya emang susah ngadepin orang npd mah mbak nana yang tampil lugas pun keknya gk masuk tuh di pak prabowo dia mah apa yang bwner menurut dia sendiri aja kayaknya
2026-03-20T12:53:42Z,mulai panas saat najwa speak
2026-03-20T12:52:57Z,makasih mba nana selalu tajam pertanyaannya mewakili pertanyaan saya khususnya
2026-03-20T12:52:18Z,saya ini korban juga jawabnya saat nazwa sihab bertanya airmatanya penuh dan tidak menetes bibirnya gemetar hebat laki laki memang
2026-03-20T12:52:08Z,kalo ada bang bennix ini lebih seru soalnya dia punya banyak inovasinya dan kalo ada konten suka pake data
2026-03-20T12:51:05Z,kalau anggaran sisa ya jangan dihabiskan memang orang pemerintah itu suka korupsi habiskan anggaran tolonglah masi banyak orang susah yang bs dibantu
2026-03-20T12:50:33Z,terkesan emosional dan kurang tenang dalam menanggapi setiap pertanyaan yang menyerang
2026-03-20T12:50:31Z,saya sudah menonton sampai habis dan saya tetap kecewa atas jawaban yang ada seperti biasa npd anti kritik emosional dan omon omon
2026-03-20T12:50:12Z,pelaksanaanya pie mas
2026-03-20T12:48:43Z,kalo pendapat saya sejak amerika dan israel melakukan kejahatan di sekolah anak anak perempuan di iran indonesia harus keluar dari bop titik
2026-03-20T12:48:31Z,mba nana jangan mau kalo di ajak ngobrol sama prabowodia selalu naik darah kalo ngobrol sama mba nana
2026-03-20T12:47:07Z,mantap the best presiden
2026-03-20T12:47:00Z,rakyat mendukung program pak probowo sampai ke desa rakyat sudah terasa manfaatnya terutama petani baik pusat yang melaksana proyek di desa guna tentara yang kerja keras untuk rakyat
2026-03-20T12:46:20Z,tidak respect dengan sikap presiden terutama dengan mbg benar terindikasi pemborosan dan korupsi skala besar melihat oknum besar di instansi kalo berani coba di audit dari hulu ke hilir banyak anomali di masyarakat tapi di spelekan
2026-03-20T12:44:55Z,masalah kereta cepat tentang transfer tehnologi itu transfer tehnologi seperti apa
2026-03-20T12:44:09Z,si rizal kalo di depan penguasa kelihatan bangat jongos nya
2026-03-20T12:43:31Z,every accusation is confession
2026-03-20T12:43:15Z,harusnya oramg orang lapangan yang mengatur keinginan pak presiden yang wajib di tindak lanjuti disini kelihatan apa yang diomngkan beliau berbeda dengan hasil dilapangan
2026-03-20T12:42:42Z,hukum kita sering banget banyak masalah banyak yang diekspose media tapi tidak ada tindak lanjut pagar laut pik dll
2026-03-20T12:41:26Z,hapus semua pajak
2026-03-20T12:41:08Z,fufufafa said syuting apa ini
2026-03-20T12:41:03Z,tolong cek desa saya bumi subur pak kapan dan gimana caranya supaya maju perasaan gini gini aja cuman ada bantuan untuk pertanian sih
2026-03-20T12:40:36Z,tiap kamera shot ke wowok flickr nya kerasa banget njir
2026-03-20T12:38:19Z,gubernur bupati walikota makin besar dana ke daerah tempat koropsi fi proyek sampai dari dana modal belum lagi lsm dll jadi kualitas proyek tinggal baik dana diambilah kepudst yang membangun didaerah
2026-03-20T12:37:23Z,bot board of trumpok pok pok pok
2026-03-20T12:36:26Z,pemimpin gini amat yak
2026-03-20T12:36:19Z,kalo kalian dengerin maka banyak yang tidak sesuai kenyataan mau industrialisasi tapi iklim investasi dibiarin negatif mbg dipertahankan berikan perkerjaan ke orang tuanya anaknya akan dikasi makan stop mbg
2026-03-20T12:35:47Z,coba presiden panggil lagi rocky gerung refli harunustadz abdul somad gatot nurmantyo anis baswedan ganjar itu baru presiden wooh
2026-03-20T12:35:35Z,coba tambah intelektual lagi yang diundang namanya beny batara pasti lebih jos
2026-03-20T12:35:13Z,hayo wapres pasti tidak berani tampil begini
2026-03-20T12:34:39Z,prabowo lagi memuji diri sendiri
2026-03-20T12:32:13Z,wow presiden kesel sama briokrasi banyak aturan akal an sampai lepas kacamata kesel gitu bilang birokrasi akal an wakakakak
2026-03-20T12:31:56Z,selamat bekerja pak prabowo tuhan melindungi dan menjaga mu kami berharap di tangan bapak indonesia lbh baik d jauhkan dari ke zoliman dr orang quot yang hanya mengejar kepentingan belaka salam sehat dan sukses buat indonesia ku
2026-03-20T12:31:40Z,penasaran juga soal update perjanjian dagang amerika indoensia
2026-03-20T12:31:04Z,disini hanya suara kak ana yang mewakili aspirasi rakyat yang lain nya cuma manggut manggut saja quot
2026-03-20T12:30:54Z,gua nyari acara kaya gini pas presiden jokowi kok tidak ada ya tolong bantu dong kirimin link nya
2026-03-20T12:30:27Z,wih kirain mas wowiek itu nkmarin cuma konten eh beneran
2026-03-20T12:30:26Z,ada yang ribut tidak
